Id,Label,timeset,function,gene,is_essential,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,metabolic_reactions,node_type,degree,go,weighted degree,eigencentrality,clustering,triangles
1629,1629,,ORF-V,YDR129C,0,6.170261,6.031214,5.948922,4.730034,5.037037,4.662309,3.470206,3.245559,2.602906,2.877803,3.832192,3.478172,4.450057,5.296591,5.395034,4.649543,4.259755,4.365306,4.148634,2.99568,2.269714,3.428424,3.388412,4.462761,4.167277,5.737278,5.345023,6.616633,4.494835,4.481092,3.40944,3.781211,3.428571,3.509843,3.597573,4.311203,,protein,0,FALSE,0,0,0,0
1633,1633,,ORF-V,YDL044C,0,3.089671,1.527168,1.553916,1.457818,1.184063,1.172113,0.837486,1.261233,1.75908,3.088565,2.934931,2.275127,2.283582,1.405682,1.493228,1.284247,1.362319,1.246939,1.340748,1.311015,1.978286,2.467559,2.258584,2.846078,2.904762,1.728994,1.409502,1.485801,1.581612,1.440126,1.545554,1.025958,2.263736,2.376968,2.166835,2.586099,,protein,0,FALSE,0,0,0,0
4459,4459,,ORF-V,YLR139C,0,0.729853,0.490173,0.634506,0.380202,0.344557,0.369281,0.257855,0.257053,0.710654,0.684978,0.776256,0.641624,0.819747,0.376136,0.418736,0.297945,0.493868,0.295918,0.444894,0.37581,1.278857,0.750772,0.727468,0.921549,0.854701,0.652071,0.579186,0.306288,0.271694,0.295168,0.351262,0.629172,0.849451,0.633858,0.729019,0.802905,,protein,0,FALSE,0,0,0,0
4588,4588,,ORF-V,YJR153W,0,0.267877,0.149133,0.258797,0.209224,0.23569,0.255991,0.1961,0.221526,0.335351,0.168161,0.206621,0.128934,0.259472,0.192045,0.18623,0.236301,0.246377,0.15102,0.208291,0.196544,0.272,0.220391,0.211373,0.177756,0.224664,0.160947,0.199095,0.172414,0.108471,0.17542,0.184413,0.187886,0.216484,0.21063,0.121335,0.160788,r_0365,protein,0,FALSE,0,0,0,0
2469,2469,,ORF-V,YMR035W,0,2.171396,1.209248,1.374574,1.686164,1.61055,1.811547,1.731311,2.172414,1.266344,1.469731,1.754566,1.622335,1.832377,1.526136,1.360045,2.079909,1.361204,1.531633,1.507583,1.971922,1.292571,1.737384,1.475322,1.956306,1.628815,0.934911,1.575792,1.378296,1.883264,1.737395,2.193194,1.857849,1.159341,1.764764,1.602629,1.514523,,protein,0,FALSE,0,0,0,0
2318,2318,,ORF-V,YGR261C,0,2.783201,1.942197,1.474461,1.618673,2.044894,1.823529,1.63597,1.572623,1.634383,3.038117,2.861872,2.270051,2.420207,1.815909,2.191874,2.049087,1.61204,1.979592,1.529828,1.680346,1.747429,2.192585,2.081545,2.238332,3.466423,2.201184,1.556561,1.780933,2.167355,1.947479,1.882547,1.490729,2.245055,2.168307,2.125379,2.020747,,protein,0,FALSE,0,0,0,0
2931,2931,,ORF-V,YDR346C,0,1.031782,0.813873,0.953462,0.55793,0.676768,0.643791,0.651138,0.759666,1.274818,0.622197,0.834475,0.975634,0.76349,0.814773,0.852144,0.585616,0.727982,1.104082,0.862487,1.114471,0.52,0.669413,0.929185,1.09434,0.799756,0.714793,0.779412,1.182556,0.758265,0.767857,0.691548,1.601978,0.549451,0.758858,0.874621,0.992738,,protein,3,FALSE,6.01831,0.000245,0.333333,1
2962,2962,,ORF-V,YPL234C,0,14.914869,14.193063,13.698071,14.061868,12.763187,12.635077,13.31961,13.678162,14.957627,13.816144,8.627854,11.498477,12.216992,15.030682,13.358916,14.250001,14.785953,10.803061,10.91911,8.825054,16.634285,10.659114,10.727468,9.772592,11.244201,11.118343,14.085973,12.053753,12.073346,12.760505,12.140506,14.023485,10.432967,10.892716,11.960566,11.380705,r_1085;r_1086,protein,17,FALSE,56,0.001951,0.801471,109
1652,1652,,ORF-V,YKL165C,1,3.584563,2.337572,1.954597,1.980878,1.869809,1.480392,1.678223,2.0721,1.742131,4.95852,4.584475,4.862944,3.707233,2.164773,2.116253,1.592466,1.99777,1.421429,1.45905,1.954644,4.267428,6.593203,5.72103,3.751738,4.255189,1.689941,1.960407,1.578093,1.731405,1.893908,1.688255,1.533993,4.598901,5.273622,4.960566,4.459543,r_0520,protein,0,FALSE,0,0,0,0
4800,4800,,ORF-V,YLR328W,0,5.204313,3.853179,4.614075,3.111361,3.566779,2.28976,2.780065,2.770115,4.214286,2.230942,3.97032,3.267005,5.678531,3.575,3.132054,2.123288,2.667782,3.383673,2.938321,3.392009,3.330286,3.049434,3.400214,3.132076,4.310134,4.32071,3.641403,2.418864,2.622934,3.192227,3.3809,4.616811,4.114286,3.195866,3.506572,3.840249,r_0783;r_0784;r_0785,protein,4,FALSE,4,0.000316,0.166667,1
3511,3511,,ORF-V,YNL006W,1,5.040863,3.689017,3.640182,4.186727,4.257015,4.519608,5.053087,4.343783,2.805085,4.696188,4.27968,3.35533,4.431688,3.563636,3.615124,4.826484,4.982163,4.187755,3.397371,2.87689,6.932571,4.286303,4.62661,4.219464,2.912088,2.397633,3.358597,4.143002,4.332644,5.34979,5.09989,2.996291,3.482418,5.027559,4.249747,3.814315,,protein,0,FALSE,0,0,0,0
2145,2145,,ORF-V,YFR007W,0,2.710556,2.048555,1.083995,1.049494,0.991021,0.852941,1.034669,0.864159,0.690073,2.456278,1.772831,1.695431,3.148106,1.756818,1.217833,0.776256,0.749164,0.87551,0.831143,0.587473,2.170286,2.146241,1.792919,2.225422,3.742369,1.281657,1.019231,0.740365,0.770661,0.714286,1.073546,0.723115,2.117582,1.938976,1.745197,2.164938,,protein,0,FALSE,0,0,0,0
1665,1665,,ORF-U,YLR271W,0,0.676504,0.53526,0.528944,0.544432,0.419753,0.538126,0.591549,0.516196,0.113801,0.276906,0.353881,0.337056,0.576349,0.571591,0.521445,0.707763,0.950948,0.57449,0.529828,0.478402,0.322286,0.404737,0.357296,0.306852,0.587302,0.643787,0.584842,0.643002,0.804752,0.692227,0.541164,0.283066,0.354945,0.470472,0.334681,0.379668,,protein,1,FALSE,1.066134,0.000076,0,0
3009,3009,,ORF-V,YJL146W,0,2.177072,1.683237,1.628831,2.399325,2.098766,2.114379,2.173348,1.853709,1.601695,0.765695,0.691781,1.595939,2.159587,2.010227,2.23702,1.715753,1.012263,1.54898,1.916077,1.537797,2.413714,1.511843,1.5,1.4429,2.051282,0.937278,2.210407,1.814402,1.629132,1.873949,1.881449,1.42398,1.818681,1.629921,1.413549,1.466805,,protein,0,FALSE,0,0,0,0
2432,2432,,ORF-U,YNL320W,0,2.024971,1.934104,1.868332,1.880765,1.285073,1.432462,1.412784,1.982236,0.582324,1.323991,1.561644,1.514721,1.793341,1.832955,1.190745,1.381279,1.598662,1.681633,1.690597,1.767819,1.696,1.624099,1.77897,1.559086,1.301587,1.782249,1.776018,1.509128,1.664256,1.255252,1.968167,1.472188,1.635165,1.524606,1.670374,1.475104,,protein,108,FALSE,196.154389,0.330943,0.604534,3493
1711,1711,,ORF-V,YMR154C,0,0.431328,0.383815,0.439274,0.532058,0.430976,0.393246,0.388949,0.378265,0.237288,0.251121,0.402968,0.339086,0.36969,0.393182,0.445824,0.236301,0.561873,0.27449,0.447927,0.355292,0.368,0.446962,0.443133,0.423039,0.30525,0.274556,0.368778,0.388438,0.279959,0.227941,0.473106,0.213844,0.412088,0.299213,0.364004,0.326763,,protein,0,FALSE,0,0,0,0
1940,1940,,ORF-V,YLR268W,0,1.15664,1.047399,1.082861,0.887514,0.679012,0.720044,0.827736,0.748171,1.039952,0.899103,1.372146,1.13198,0.931114,1.052273,0.911964,0.702055,1.071349,0.684694,0.717897,0.984881,1.042286,1.23172,1.138412,0.865938,1.159951,0.945562,0.975113,0.976673,0.619835,0.815126,0.840834,1.13597,0.815385,1.133858,1.237614,1.162863,,protein,0,FALSE,0,0,0,0
1961,1961,,ORF-V,YML111W,0,0.550511,0.472832,0.604994,0.374578,0.453423,0.416122,0.393283,0.308255,0.723971,0.477579,0.582192,0.509645,0.491389,0.404545,0.523702,0.304795,0.434783,0.387755,0.343782,0.535637,0.713143,0.491246,0.501073,0.411122,0.534799,0.402367,0.457014,0.494929,0.418388,0.504202,0.50494,0.68356,0.554945,0.581693,0.626896,0.637967,,protein,0,FALSE,0,0,0,0
2753,2753,,ORF-V,YML097C,0,0.5437,0.310983,0.400681,0.472441,0.446689,0.354031,0.379198,0.521421,0.366828,0.33296,0.392694,0.353299,0.344432,0.251136,0.277652,0.293379,0.245262,0.222449,0.42366,0.526998,0.345143,0.456231,0.536481,0.403178,0.199023,0.366864,0.262443,0.311359,0.317149,0.227941,0.377607,0.296663,0.346154,0.30315,0.412538,0.424274,,protein,0,FALSE,0,0,0,0
2476,2476,,ORF-V,YIL128W,0,1.444949,0.900578,0.675369,0.672666,0.815937,0.778867,0.80065,0.933124,2.346247,1.933857,1.939498,1.33401,1.013777,0.654546,0.893905,0.755708,0.93311,1.084694,1.004044,0.970842,0.798857,1.317199,1.204936,1.04568,1.387057,1.266272,0.443439,1.025355,0.974174,0.971639,0.925357,0.854141,1.145055,1.261811,1.187058,1.366182,,protein,4,FALSE,5.622733,0.000355,0,0
1736,1736,,ORF-U,YDR476C,0,4.683314,5.411561,4.934166,4.969629,4.828283,4.391068,4.68039,3.453501,2.021792,4.668161,3.200913,2.763452,5.376579,4.55,5.060948,5.428083,3.232999,3.172449,2.541961,2.314255,4.478857,3.76725,3.211373,3.643496,4.89011,5.848521,5.348416,2.889452,3.241735,2.875,3.951702,2.290482,5.172528,2.819882,2.998989,3.16805,,protein,28,FALSE,45,0.072901,0.970899,367
4670,4670,,ORF-V,YAR019C,1,1.175936,1.218497,0.706016,0.87739,1.080808,0.994553,0.618635,0.615465,0.447942,0.459641,0.248858,0.591878,0.95178,0.853409,0.638826,0.734018,0.633222,0.7,0.851365,0.579914,0.753143,0.595263,0.349785,0.458788,1.015873,0.595266,0.902715,0.591278,1.002066,0.844538,0.677278,0.428925,0.624176,0.580709,0.575329,0.540456,,protein,0,FALSE,0,0,0,0
1746,1746,,ORF-V,YMR306W,0,0.748014,0.534104,0.395006,0.346457,0.379349,0.431373,0.43987,0.394984,0.232446,0.315022,0.639269,0.364467,0.479908,0.546591,0.443567,0.490868,0.539576,0.482653,0.63094,0.431965,0.409143,0.443872,0.38412,0.426018,0.638584,0.538462,0.563348,0.383367,0.466942,0.429622,0.546652,0.354759,0.471429,0.331693,0.385238,0.411826,r_0005,protein,4,FALSE,4,0.000333,1,6
2741,2741,,ORF-U,YLR460C,0,0.400681,0.384971,0.433598,0.43982,0.297419,0.359477,0.471289,0.352142,0.226392,0.238789,0.340183,0.229442,0.315729,0.271591,0.264108,0.273973,0.352285,0.378571,0.298281,0.180346,0.216,0.177137,0.242489,0.217478,0.462759,0.474556,0.414027,0.224138,0.356405,0.277311,0.381998,0.165637,0.28022,0.21752,0.17998,0.139004,,protein,116,FALSE,130.836297,0.490093,0.941829,6282
4470,4470,,ORF-V,YAL007C,0,2.329171,1.714451,1.244041,1.384702,1.407407,1.12963,1.144095,1.273772,1.604116,2.883408,2.896119,2.567512,1.35132,1.692046,1.452596,1.40411,1.315496,1.030612,1.210313,1.798056,3.662857,3.484037,2.078326,3.535253,1.482295,1.28639,1.337104,0.997972,1.104339,0.923319,1.091109,1.053152,3.592308,3.313976,1.753286,2.604772,,protein,0,FALSE,0,0,0,0
3118,3118,,ORF-V,YKL092C,0,1.505108,1.216185,1.014756,1.026997,1.005612,0.626362,0.629469,0.645768,0.570218,1.455157,1.543379,1.395939,1.181401,1.201136,0.379232,1.075342,1.03233,0.658163,0.553084,0.696544,1.203429,1.114315,1.189914,0.898709,1.391941,1.252071,1.167421,0.911765,0.990702,0.752101,0.431394,0.563659,1.389011,0.603346,0.710819,0.957469,,protein,0,FALSE,0,0,0,0
2323,2323,,ORF-V,YJR017C,1,7.718502,8.57919,7.028377,8.035996,8.231201,6.691721,6.055255,6.602926,5.841404,4.329597,3.807078,6.158375,9.373136,8.711364,7.818284,7.307077,5.505017,5.356122,5.553084,5.572354,8.307428,6.665294,6.412017,6.546177,7.410257,7.861538,9.104073,5.807302,5.391529,6.044118,6.656422,8.40791,8.103297,6.379921,6.098078,7.317427,,protein,0,FALSE,0,0,0,0
2411,2411,,ORF-V,YPR011C,0,4.804767,2.895954,2.959137,2.574803,2.508418,2.148148,2.409534,2.447231,2.438257,5.91592,5.344749,4.191878,6.576349,3.106818,2.690745,2.410959,2.338907,2.122449,2.074823,2.021598,4.304,4.903193,4.276824,4.167825,6.128205,2.891124,2.683258,2.044625,1.948347,2.106092,2.475302,2.045735,5.283516,4.141732,4.057634,4.524896,r_1642,protein,0,FALSE,0,0,0,0
3284,3284,,ORF-V,YLL062C,0,1.267877,0.166474,0.538025,0.447694,0.290685,0.180828,0.212351,0.354232,0.81477,1.078475,2.033105,1.479188,1.185993,0.309091,0.519187,0.216895,0.462653,0.30102,0.300303,0.75378,3.355429,1.398558,1.439914,1.716981,1.07326,0.471006,0.433258,0.35497,0.370868,0.292017,0.453348,1.152039,2.246154,1.951772,1.755308,1.741701,r_0544,protein,2,FALSE,2,0.000156,1,1
1773,1773,,ORF-U,YIL001W,0,1.383655,1.100578,1.366629,1.123735,1.306397,1.137255,1.187432,0.479624,1.417676,1.658072,1.579909,1.051777,1.213548,0.901136,1.162528,1.474886,1.93534,1.580612,0.878665,0.886609,0.829714,1.026776,1.414163,0.945382,1.063492,1.460355,1.397059,1.495943,1.15186,1.30042,1.531284,0.969098,1.341758,0.979331,1.055612,1.021784,,protein,119,FALSE,137.2684,0.520108,0.921948,6473
2783,2783,,ORF-V,YLR305C,1,2.990919,2.724855,2.334847,2.795276,3.18743,2.968409,2.783315,2.755486,3.228814,2.014574,2.269407,2.672081,2.841562,2.639773,2.545147,2.925799,2.799331,2.715306,2.74823,2.778618,3.020571,3.102986,3.017168,2.682224,3.026862,2.528994,2.781674,2.98783,2.777892,2.660714,2.801317,3.307787,2.459341,3.010827,2.917088,2.952282,r_2820;r_2821;r_2822;r_2823;r_2824;r_2825;r_2826;r_2827,protein,9,FALSE,24,0.000725,0.222222,8
4952,4952,,ORF-V,YKL039W,0,5.246311,4.915607,5.034052,4.689539,4.692481,4.248366,4.716143,4.14629,3.529056,4.98879,4.981735,3.783756,5.401837,4.597727,3.951467,4.291096,3.376812,3.260204,3.722952,3.057235,6.416,5.147271,4.325108,4.720954,5.432234,4.738461,4.09276,3.107505,3.404959,3.387605,2.512624,3.44623,5.301099,3.345472,3.013145,3.26556,,protein,0,FALSE,0,0,0,0
4646,4646,,ORF-V,YML065W,1,0.846765,0.727168,0.496027,0.689539,0.785634,0.891068,0.576381,0.826541,0.972155,0.616592,0.734018,1.706599,0.810563,0.753409,0.590293,0.460046,0.603121,0.665306,0.712841,0.803456,0.608,0.891864,1.146996,1.513406,0.931624,0.770414,0.795249,0.865112,0.97314,0.566176,0.774973,0.552534,0.574725,0.938976,1.143579,1.288382,,protein,0,FALSE,0,0,0,0
1790,1790,,ORF-V,YDR529C,0,39.66856,38.00231,34.8672,29.753658,24.424244,26.620916,25.523293,22.414839,18.845036,38.920406,33.10046,32.140102,38.34673,39.204548,33.86569,31.881279,18.464884,19.385714,16.994944,19.528078,41.065144,26.423273,30.834764,33.059586,29.857143,27.88876,32.2681,23.454363,24.92562,25.082983,20.43798,22.280592,35.629673,25.995079,28.678463,29.268671,r_0439,protein,8,FALSE,8,0.000986,1,28
1792,1792,,ORF-V,YLL006W,0,1.908059,1.013873,1.097616,1.355456,1.264871,1.411765,1.540628,1.832811,0.61138,1.020179,1.152968,1.316751,1.584386,1.139773,1.093679,1.215753,1.590858,1.086735,1.244692,1.737581,1.204571,1.542739,1.165236,1.649454,1.52381,0.778698,0.942308,0.888438,1.07438,1.085084,0.983535,1.653894,1.230769,1.468504,1.219413,1.216805,,protein,0,FALSE,0,0,0,0
1794,1794,,ORF-V,YGL139W,0,2.409762,1.284393,1.341657,1.659168,1.296296,1.480392,1.473456,1.208986,2.301453,1.669283,2.288813,2.403046,2.070035,1.9125,2.037246,1.909817,1.48272,1.839796,1.491405,1.762419,2.172571,1.743563,2.160944,1.408143,1.857143,2.253254,1.357466,1.693712,1.628099,1.651261,1.754116,1.792336,1.91978,1.78937,2.238625,2.16805,,protein,0,FALSE,0,0,0,0
3054,3054,,ORF-V,YMR284W,0,1.552781,1.501734,1.357548,1.679415,1.462402,1.797386,1.990249,1.965517,0.421308,1.024664,0.936073,0.68731,1.486797,1.65,1.357788,2.003425,1.220736,1.878572,1.557128,0.893088,1.117714,0.785788,0.800429,0.835154,1.174603,0.979882,1.503394,1.241379,2.081612,2.258404,1.780461,0.489493,0.804396,1.146653,0.965622,1.03527,,protein,1,FALSE,4.030305,0.000076,0,0
3037,3037,,ORF-V,YJL192C,0,1.862656,1.356069,1.599319,0.947132,1.116723,1.115468,1.109426,1.528736,2.599274,2.03139,2.593607,1.827411,1.835821,1.278409,1.521445,1.600457,1.536232,1.226531,1.203235,1.869331,3.950857,2.120494,2.069742,2.141013,2.124542,1.582248,1.591629,1.01927,0.97624,1.139706,1.48079,2.511743,2.216484,1.686024,2.192113,1.970954,,protein,0,FALSE,0,0,0,0
4939,4939,,ORF-V,YLR043C,0,22.215664,22.035837,18.875143,22.000002,20.454546,19.93682,20.53846,17.77952,20.598064,17.003363,17.431507,21.169542,20.218142,21.60682,20.93905,22.304794,21.853958,18.85102,15.590495,19.941685,18.158857,17.560247,22.26824,19.828203,24.78022,25.337278,25.236425,15.061867,20.1219,19.655462,19.819979,23.867737,14.684616,14.864173,20.012133,20.029045,r_0550;r_0552;r_0883;r_1037;r_1038,protein,9,FALSE,9,0.00073,0.111111,4
2434,2434,,ORF-V,YER071C,0,1.905789,1.043931,0.650397,0.817773,1.046016,0.856209,1.042253,0.957158,1.154964,1.757848,1.611872,1.558376,1.244546,1.3375,1.150113,0.958904,1.03456,1.543878,1.150657,0.734341,0.929143,1.265705,1.233906,1.363456,1.965812,1.153846,1,1.44929,1.456611,1.512605,0.838639,1.088999,1.484615,1.508858,1.319515,1.578838,,protein,0,FALSE,0,0,0,0
2558,2558,,ORF-V,YPR022C,0,1.370034,1.067052,1.052213,0.887514,1.002245,1.102397,0.550379,0.990596,1.427361,1.217489,1.247717,1.414213,1.021814,0.820455,0.954853,0.842466,1.120401,0.969388,1.209302,1.183585,1.108571,1.362513,1.190987,1.425025,1.092796,1.156213,1,1.162272,1.088843,0.971639,1.062569,1.577256,1.179121,1.277559,1.474216,1.341286,,protein,0,FALSE,0,0,0,0
1802,1802,,ORF-V,YLL029W,0,6.048809,4.269364,6.70034,5.930259,6.43771,4.310458,5.63597,5.484849,5.237289,5.631166,5.881279,4.681218,6.657865,4.978409,6.03386,4.905252,7.666667,5.373469,4.651163,5.035637,6.966857,4.841401,4.777897,4.430983,6.532357,5.20355,6.745475,5.302231,5.735537,5.318277,4.823271,4.648949,6.342857,4.646654,4.296258,4.970954,,protein,0,FALSE,0,0,0,0
2786,2786,,ORF-V,YLR303W,0,43.29739,25.939884,41.94779,43.53431,36.997757,33.832245,36.013,31.300941,37.911625,40.998882,40.19292,41.735023,44.929966,24.321592,38.29684,26.66096,35.81717,26.959183,28.852375,40.49892,63.46628,37.38517,45.57296,35.910625,48.065937,22.629585,36.46154,28.101421,31.34194,32.359245,35.391876,43.6885,44.584618,34.723423,39.033363,39.13174,r_0312;r_0812;r_0813,protein,0,FALSE,0,0,0,0
3168,3168,,ORF-V,YDR376W,1,3.846765,1.730636,1.299659,1.23622,1.359147,1.315904,1.494041,1.485893,1.044794,3.243273,2.436073,2.418274,3.523536,1.638636,1.530474,1.477169,1.32553,1.297959,1.338726,1.560475,2.084571,2.99794,2.592275,2.797418,3.362637,1.966864,1.557692,1.28499,1.203512,1.273109,1.241493,1.228677,2.938461,2.392717,2.310415,2.776971,r_0043;r_0530,protein,2,FALSE,2,0.000156,1,1
3435,3435,,ORF-U,YMR144W,0,0.678774,0.580347,0.524404,0.340832,0.434343,0.244009,0.223185,0.31139,0.300242,1.065022,0.869863,1.325888,1.008037,0.601136,0.580135,0.312785,0.326644,0.369388,0.24368,0.331533,1.019429,1.350154,1.854077,1.480636,0.749695,0.308876,0.404977,0.365112,0.364669,0.209034,0.296378,0.220025,1.072528,1.825787,1.742164,1.389004,,protein,0,FALSE,0,0,0,0
4106,4106,,ORF-V,YAR071W,0,0.708286,0.648555,0.674234,0.741282,0.564534,0.770152,0.672806,0.653083,0.445521,0.540359,0.820776,0.306599,0.600459,0.580682,0.602709,0.686073,0.724638,0.733673,0.557128,0.528078,0.764571,0.570546,0.445279,0.545184,0.577534,0.643787,0.71267,0.435091,0.663223,0.633403,0.767289,0.305315,0.686813,0.580709,0.523761,0.603734,r_0116,protein,4,FALSE,6.898775,0.000824,0.5,3
1811,1811,,ORF-V,YGL119W,0,0.92622,0.648555,0.413167,0.484814,0.571268,0.550109,0.544962,0.69697,0.55569,0.83296,1.121005,0.966497,0.839265,0.579546,0.527088,0.371005,0.561873,0.558163,0.604651,1.191145,0.517714,0.897013,0.858369,0.76564,1.279609,0.64497,0.420814,0.510142,0.613636,0.489496,0.74753,1.873918,0.525275,0.941929,0.828109,0.983402,,protein,0,FALSE,0,0,0,0
1815,1815,,ORF-V,YJL131C,0,1.598184,1.515607,0.879682,1.070866,1.053872,0.839869,1.04117,0.68652,0.473366,0.94731,1.125571,1.029442,1.729047,1.126136,0.492099,0.734018,1.413601,1.090816,0.789686,0.49892,1.675429,0.910402,0.898069,0.989077,1.264957,1.164497,0.958145,0.711967,0.751033,0.684874,0.74753,0.390606,1.567033,1.125,0.851365,0.890042,,protein,2,FALSE,2.802853,0.000188,0,0
1820,1820,,ORF-V,YFL046W,0,4.220204,4.180347,3.69807,2.913386,2.52413,3.151416,3.114843,3.155695,2.134383,3.219731,3.478311,3.320812,3.247991,3.920455,3.980813,2.866438,3.483835,4.031632,2.962588,3.198704,2.170286,3.476828,2.569742,2.323734,2.840049,4.80355,2.777149,3.55071,3.802686,3.382353,2.385291,2.095179,2.634066,2.724409,2.707785,2.955394,,protein,2,FALSE,11.368565,0.000184,0,0
3757,3757,,ORF-V,YGR042W,0,1.180477,1.024277,1.127128,0.928009,0.91807,0.933551,1.004334,0.864159,0.596852,1.153587,1.214612,0.761421,0.712974,1.056818,1.111738,0.734018,1.018952,1.109184,1.028311,0.712743,0.705143,0.719876,0.798283,0.611718,1.350427,1.626035,0.90724,1.104462,0.930785,1.082983,1.215148,0.595797,0.767033,0.701772,0.613751,0.830913,,protein,3,FALSE,12.72397,0.000245,0.333333,1
1822,1822,,ORF-V,YMR092C,0,2.903519,3.188439,3.040863,3.416198,3.258137,2.394335,1.377031,2.001045,1.398305,2.308296,2.311644,2.446701,2.588978,3.310227,3.013544,2.75,2.814939,2.598979,2.211324,1.913607,2.566857,2.580844,2.233906,2.894737,2.837607,3.559763,3.524887,3.205882,3.110537,2.693277,2.681668,1.772559,2.592308,2.365158,2.125379,2.225104,,protein,0,FALSE,0,0,0,0
3081,3081,,ORF-V,YPL005W,0,0.728717,0.885549,0.741203,0.884139,0.736251,0.703704,0.747562,0.54441,0.495157,0.619955,0.474886,0.589848,0.769231,0.828409,0.758465,0.977169,0.814939,0.835714,0.781598,0.341253,1.024,0.496395,0.564378,0.637537,0.89011,0.671006,0.875566,0.764706,0.770661,0.710084,0.575192,0.419036,0.62967,0.57185,0.411527,0.590249,,protein,2,FALSE,6.372491,0.005776,0,0
4219,4219,,ORF-V,YGL130W,1,1.627696,1.433526,1.417707,1.417323,1.263749,1.569717,1.537378,1.661442,1.726392,1.566143,1.648402,1.618274,1.428243,1.530682,1.959368,1.559361,1.658863,2.122449,1.497472,1.589633,1.56,1.432544,1.548283,1.634558,2.174603,2.538462,1.707013,2.035497,1.647727,1.946429,1.762898,1.901112,1.584615,1.51378,1.420627,1.884855,,protein,3,FALSE,9.284408,0.000235,0,0
2391,2391,,ORF-V,YJR139C,0,26.713963,22.084393,18.92622,18.557932,15.115602,18.493464,19.124592,20.454546,24.191284,20.733185,29.083334,18.250761,25.25603,17.854546,17.056433,21.913242,22.779264,16.583673,15.145601,18.11663,29.224,17.882595,20.67382,22.205563,22.557999,28.117159,23.283937,16.758621,16.421488,15.349791,14.626784,19.887514,24.794506,17.146654,23.655207,24.431534,r_0546;r_0547,protein,0,FALSE,0,0,0,0
3841,3841,,ORF-V,YJL014W,1,4.99546,4.258959,4.642452,4.555681,4.703704,4.248366,4.061755,4.363637,6.87046,4.176009,2.908676,5.365482,4.938003,4.915909,5.020316,4.621005,2.847269,3.717347,4.210313,5.87041,7.070857,4.786818,4.980687,4.742801,5.788767,3.021302,5.937783,4.484788,4.132231,4.693277,4.694841,7.672435,5.974726,4.827756,5.693629,5.3361,,protein,0,FALSE,0,0,0,0
1837,1837,,ORF-V,YOR003W,0,2.517594,2.190751,2.77185,2.487064,1.285073,1.95098,1.840737,1.907001,0.569007,1.308296,0.939498,1.075127,2.012629,2.547727,2.417607,2.170091,1.942029,1.882653,1.618807,1.301296,0.917714,1.047374,1.20279,1.433962,2.352869,3.83787,2.281674,1.63996,1.684917,1.634454,1.862788,1.017305,1.528571,0.954724,0.966633,1.051867,,protein,1,FALSE,2.267487,0.000076,0,0
1846,1846,,ORF-V,YDR422C,0,1.770715,1.876301,1.717367,1.724409,1.822671,1.849673,1.771398,1.462905,1.613802,1.831839,1.771689,1.405076,1.323766,1.597727,1.925508,1.642694,1.593088,1.733673,1.573306,1.468682,2.250286,1.557157,1.574034,1.880834,1.003663,1.473373,2.238688,1.584179,1.591942,1.669118,1.318331,1.933251,1.934066,1.32185,1.505561,1.629668,,protein,3,FALSE,8.415741,0.000235,0,0
1879,1879,,ORF-V,YOL096C,0,3.329171,3.726011,2.975029,2.508436,1.795735,2.227669,2.379198,2.329153,0.429782,2.336323,2.649544,2.119797,3.266361,4.069318,2.560948,2.72032,3.071349,1.944898,2.032356,1.049676,2.090285,2.487127,1.758584,2.42999,3.162393,4.718343,3.352941,2.212982,2.301653,2.147059,2.176729,0.394314,1.99011,2.140748,2.174924,2.328838,r_0021;r_0022;r_0532;r_0963;r_0985,protein,9,FALSE,45,0.000826,0.722222,26
3119,3119,,ORF-V,YER129W,0,0.440409,0.447399,0.45857,0.292463,0.410774,0.323529,0.434453,0.210031,0.549637,0.297085,0.269406,0.236548,0.417911,0.344318,0.328442,0.358447,0.411371,0.492857,0.391304,0.289417,0.356571,0.30381,0.346567,0.28997,0.405372,0.571598,0.473982,0.458418,0.309917,0.340336,0.276619,0.358467,0.324176,0.253937,0.28817,0.310166,,protein,1,FALSE,3.232713,0.000081,0,0
4512,4512,,ORF-U,YCL042W,0,1.127128,1.046243,1.434733,0.897638,0.968575,0.762527,1.028169,0.713689,0.83293,0.817265,0.898402,0.48731,0.809415,0.965909,1.30474,1.094749,1.371238,0.753061,1.061678,0.49892,0.978286,0.510814,0.72103,0.614697,0.807082,2.098225,1.636878,0.981744,0.759297,0.719538,0.952799,0.52534,0.773626,0.526575,0.526795,0.537344,,protein,115,FALSE,120,0.519697,0.98749,6473
3320,3320,,ORF-V,YER130C,0,1.00454,0.765318,0.580023,0.556805,0.729517,0.740741,0.777898,0.774295,1.283293,0.848655,0.842466,1.128934,1.008037,0.5875,0.788939,0.559361,0.616499,0.865306,0.761375,0.767819,1.369143,1.00206,1.216738,1.28997,0.954823,0.863905,0.61991,0.643002,0.589876,0.580882,0.588364,0.636588,0.892308,0.811024,0.941355,1.160788,,protein,0,FALSE,0,0,0,0
