Id,Label,timeset,function,gene,is_essential,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,metabolic_reactions,node_type,degree,go,weighted degree,eigencentrality,clustering,triangles
8,8,,ORF-V,YLR084C,0,1.632236,1.099422,0.951192,0.771654,0.694725,0.344227,0.373781,0.281087,0.911622,0.811659,0.90411,1.15736,1.313433,0.8,0.624154,0.785388,0.394649,0.253061,0.312437,0.861771,0.754286,0.705458,0.891631,1.419067,0.776557,0.925444,1.164027,0.654158,0.410124,0.371849,0.270033,1.124845,0.69011,0.786417,0.924166,1.159751,,protein,0,FALSE,0,0,0,0
1816,1816,,ORF-V,YGL004C,0,1.682179,1.252023,1.474461,1.245219,1.593715,1.598039,1.589382,1.475444,0.75908,1.550448,1.694064,1.156345,1.605052,1.454546,1.709932,1.343607,1.736901,1.87449,1.570273,1.340173,1.627428,1.442843,1.409871,1.220457,2.139194,1.847337,1.384615,1.390467,1.35124,1.487395,1.756312,0.788628,1.35055,1.249016,1.153691,1.23444,,protein,3,FALSE,13.462123,0.003794,0.333333,1
3601,3601,,ORF-V,YDR389W,1,2.019296,1.650867,1.520999,0.852643,1.01908,1.034858,0.99675,0.979101,0.811138,0.988789,1.022831,1.363452,1.234214,1.496591,1.400677,0.949772,0.909699,1.006123,1.044489,0.859611,1.042286,0.910402,1.177039,1.735849,1.051282,1.360947,1.365385,1.144016,0.996901,0.933824,0.720088,0.995056,1.045055,0.847441,1.236603,1.353734,,protein,0,FALSE,0,0,0,0
12,12,,ORF-V,YDR150W,0,8.982974,10.344508,8.720772,7.841395,7.851852,7.62963,7.523294,6.425288,2.016949,6.113229,5.860731,5.532995,7.584386,8.809092,8.78781,8.421233,6.298774,7.52653,6.868554,4.939525,5.342857,6.095777,6.320815,6.05859,8.338218,7.831953,7.585973,7.698783,6.203512,6.710084,5.895719,3.960445,7.118681,4.847441,5.726997,6.379668,,protein,0,FALSE,0,0,0,0
423,423,,ORF-V,YMR027W,0,5.398411,5.412717,3.648127,5.038245,5.34119,4.720044,2.669556,4.221526,1.681598,4.334081,4.63242,4.608122,4.43054,5.373864,4.109481,3.916667,4.35786,3.758163,4.497472,3.360691,3.632,5.289392,4.646996,5.09434,4.787546,5.456805,4.567874,4.680528,3.817149,3.842437,3.86169,2.911001,4.501099,4.351378,4.544995,3.890041,,protein,136,FALSE,275,0.564425,0.788889,7242
1137,1137,,ORF-V,YEL057C,0,2.493757,3.79422,2.880817,2.642295,2.465769,2.221133,1.776815,1.126437,0.393462,0.325112,0.455479,0.373604,2.056257,3.144318,3.316027,3.16895,2.551839,2.128572,1.214358,0.601512,0.322286,0.508754,0.38412,0.459782,2.252747,3.931361,3.023756,2.580122,2.225207,1.794118,1.493963,0.501854,0.308791,0.373032,0.416582,0.563278,,protein,0,FALSE,0,0,0,0
1764,1764,,ORF-V,YOR042W,0,3.998865,4.372254,4.810442,3.647919,3.707071,3.432462,3.787649,2.971787,1.123487,2.474215,3.150685,2.074112,3.128588,3.845455,3.828443,4.757991,4.250836,3.387755,3.683518,1.738661,2.699429,2.602472,2.276824,1.889772,1.820513,4.939645,3.404978,2.60852,2.758264,2.64916,3.630077,1.679852,3.161539,2.590551,2.224469,2.128631,,protein,0,FALSE,0,0,0,0
13,13,,ORF-V,YJL102W,0,3.202043,2.269364,1.376845,1.784027,1.753086,1.335512,1.256771,1.37931,0.742131,2.696188,3.035388,3.352284,3.9093,1.820455,1.610609,1.391553,1.280936,1.132653,1.40546,1.12203,4.066286,3.063852,1.757511,3.726911,2.827839,1.943195,1.747738,1.20284,1.33781,1.287815,1.15258,0.568603,4.104396,3.568898,2.9727,3.324689,,protein,0,FALSE,0,0,0,0
2822,2822,,ORF-V,YNL049C,0,0.839955,0.63815,0.898978,0.410574,0.567901,0.480392,0.406284,0.526646,0.743341,0.621076,0.778539,0.667005,0.628014,0.410227,0.39842,0.465753,0.829431,0.464286,0.768453,0.947084,0.626286,0.651905,0.494635,0.913605,0.796093,0.636686,0.400453,0.840771,0.484504,0.454832,0.511526,0.527812,0.853846,0.474409,0.460061,0.403527,,protein,0,FALSE,0,0,0,0
4457,4457,,ORF-V,YOR299W,0,1.790011,1.165318,1.217934,0.974128,0.893378,0.851852,0.970748,1.252874,2.043584,1.928251,1.699772,1.898477,1.588978,1.260227,0.969526,0.966895,1.285396,0.890816,1,1.843412,2.803429,2.049434,1.822961,2.051639,1.434676,1.874556,1.205882,1.06998,0.863636,0.971639,0.968167,2.069221,1.987912,1.834646,1.78362,1.386929,,protein,0,FALSE,0,0,0,0
15,15,,ORF-V,YJR032W,0,0.699205,0.408092,0.562997,0.632171,0.547699,0.610022,0.539545,0.634274,0.991525,0.495516,0.599315,0.772589,0.557979,0.586364,0.390519,0.439498,0.67447,0.591837,0.734075,1.282937,0.490286,0.589083,0.358369,0.75571,0.653236,0.404734,0.718326,0.617647,0.722107,0.503151,0.44786,1.254635,0.349451,0.644685,0.484328,0.457469,,protein,0,FALSE,0,0,0,0
106,106,,ORF-V,YJR092W,0,4.603859,3.624277,2.29966,2.817773,2.035915,0.545752,0.253521,0.280042,0.784504,0.690583,2.084475,2.519797,3.950632,3.064773,2.422122,0.989726,1.535117,0.465306,0.24368,0.347732,0.546286,1.017508,1.708154,2.58292,5.094017,2.872189,3.218326,1.482759,0.995868,0.37395,0.16685,0.430161,0.465934,0.84252,1.097068,2.64834,,protein,0,FALSE,0,0,0,0
1478,1478,,ORF-V,YER050C,0,6.135074,5.023121,3.114642,2.190101,1.714927,1.941176,1.890574,1.479624,1.411622,5.658072,4.423516,4.702538,5.45465,4.207954,3.055305,2.277397,1.856187,2,1.490394,1.765659,3.273143,4.647786,4.559013,5.625621,5.997558,4.125444,2.373303,2.62069,2.276859,2.309874,1.77168,1.815822,4.697802,4.924213,3.694641,5.300829,,protein,0,FALSE,0,0,0,0
3062,3062,,ORF-V,YDL045W-A,0,9.721907,6.64393,4.490352,3.047244,2.887767,2.846405,2.702058,2.959248,3.177966,7.679373,8.318494,7.434517,8.174513,5.015909,4.056433,2.997717,2.295429,3.135714,3.028311,2.524838,5.573714,7.542739,7.595494,8.416087,9.102564,5.023669,3.933258,3.271806,2.964876,2.939075,3.19539,2.493201,6.801099,6.284449,7.449949,8.813277,,protein,0,FALSE,0,0,0,0
3079,3079,,ORF-U,YGR067C,0,25.600452,14.898265,7.262202,7.785152,7.892256,7.624183,6.513543,3.963427,0.932203,3.125561,4.562786,4.228427,20.881746,12.954546,10.454853,7.52169,6.314382,6.311224,4.701719,1.236501,3.484571,4.333676,4.33691,4.31281,28.446888,13.920711,8.140271,5.734281,5.797521,4.920168,5.236004,1.18665,3.594505,3.049212,3.434782,5.01556,,protein,174,FALSE,226,0.692541,0.576772,8681
3706,3706,,ORF-V,YIL093C,0,2.678774,0.764162,0.587968,0.469066,0.290685,0.421569,0.512459,0.599791,0.583535,2.66592,3.125571,2.367513,2.771527,0.820455,0.589165,0.624429,0.478261,0.434694,0.445905,0.492441,0.980571,2.508754,2.519313,1.693148,3.612943,1.140829,0.501131,0.425964,0.379132,0.406513,0.638858,0.620519,1.683517,2.021653,2.199191,2.375519,,protein,0,FALSE,0,0,0,0
16,16,,ORF-V,YBR229C,0,0.713961,0.679769,0.557321,0.688414,0.52413,0.754902,0.75948,0.848485,0.366828,0.560538,0.633562,0.452792,0.507463,0.572727,0.790068,0.825343,0.740245,0.781633,0.797775,0.605831,0.534857,0.519053,0.522532,0.562066,0.561661,0.493491,0.709276,0.873225,0.816116,0.818277,0.759605,0.537701,0.65055,0.540354,0.329626,0.559129,r_4165;r_4166,protein,2,FALSE,12.030299,0.000154,0,0
751,751,,ORF-U,YPR027C,0,0.183882,0.078613,0.124858,0.055118,0.1156,0.009804,0.121343,0.051202,0.107748,0.096413,0.111872,0.076142,0.129736,0.1125,0.06772,0.093607,0.070234,0.042857,0.110212,0.015119,0.131429,0.048404,0.111588,0.040715,0.141636,0.107692,0.04638,0.083164,0.056818,0.052521,0.096597,0.048208,0.061538,0.045276,0.075834,0.011411,,protein,86,FALSE,152,0.293292,0.875513,3200
1004,1004,,ORF-V,YDR194C,0,9.752554,4.915607,3.548241,2.883014,2.829405,2.787582,2.435536,2.76698,3.539952,7.35426,7.208904,7.82132,9.128588,4.559091,3.369074,2.957763,2.429209,2.465306,2.75632,3.060475,4.089143,7.07724,7.805794,8.681232,7.965812,4.086391,3.384616,2.817444,2.465909,2.769958,2.3809,4.21508,5.603297,5.441929,7.656218,8.597509,,protein,0,FALSE,0,0,0,0
2862,2862,,ORF-V,YOR104W,0,0.758229,0.701734,0.660613,0.685039,0.387205,0.605665,0.661972,0.728318,1.242131,0.80157,0.807078,0.925888,0.986223,0.672727,1.015801,1.116438,0.664437,0.957143,0.929221,1.036717,0.739429,0.864058,0.746781,1.067527,1.009768,1.136095,1.159502,1.039554,0.821281,0.912815,1.04281,1.160692,1.014286,0.945866,1.065723,0.774896,,protein,1,FALSE,3.52427,0.000078,0,0
3573,3573,,ORF-V,YML036W,0,1.867196,0.943353,1.477866,1.184477,0.885522,0.920479,0.774648,0.781609,2.354722,1.929372,1.341324,2.381726,0.631458,1.068182,1.053047,1.202055,1.031215,1.136735,1.393326,1.597192,0.869714,1.465499,1.623391,1.508441,1.586081,1.248521,1.401584,1.236308,1.016529,1.265756,1.434687,2.936959,1.431868,1.954724,1.843276,1.482365,,protein,0,FALSE,0,0,0,0
18,18,,ORF-V,YBL031W,0,0.3042,0.326012,0.317821,0.251968,0.204265,0.181917,0.204767,0.177638,0.107748,0.244395,0.601598,0.475127,0.319173,0.354545,0.207675,0.248858,0.179487,0.17551,0.196158,0.231102,0.173714,0.521112,0.504292,0.618669,0.473748,0.311243,0.286199,0.196755,0.135331,0.173319,0.183315,0.122373,0.192308,0.378937,0.519717,0.469917,,protein,0,FALSE,0,0,0,0
471,471,,ORF-V,YHR016C,0,2.903519,3.798844,2.589103,2.134983,2.264871,1.8061,1.929577,1.437827,0.267554,1.617713,1.560502,0.929949,2.195178,3.151136,2.604966,2.305936,2.289855,1.462245,1.507583,0.487041,1.053714,1.281153,1.009657,0.991063,3.345543,3.572781,2.117647,1.513185,1.498967,1.27416,1.659715,0.284302,1.589011,1.154527,0.758342,1.244813,,protein,0,FALSE,0,0,0,0
526,526,,ORF-V,YPR081C,0,1.859251,1.959537,2.286039,1.935883,1.630752,1.93464,2.026002,2.119122,0.606537,1.421525,2.214612,1.290355,2.112515,1.803409,1.980813,2.488584,2.467112,1.928571,2.193124,1.480562,1.776,2.107106,1.814378,1.912612,2.472527,2.659172,1.979638,1.56288,1.754132,1.764706,2.162459,0.846724,1.908791,1.695866,1.354904,1.51556,r_0512,protein,2,FALSE,2,0.000156,1,1
2388,2388,,ORF-V,YIL072W,0,0.192963,0.245087,0.23042,0.146232,0.197531,0.21024,0.176598,0.07628,0.049637,0.123318,0.11758,0.163452,0.19403,0.234091,0.136569,0.261416,0.206243,0.135714,0.093023,0.113391,0.090286,0.065911,0.123391,0.072493,0.250305,0.274556,0.143665,0.11359,0.22624,0.195378,0.17124,0.046972,0.081319,0.137795,0.081901,0.106846,,protein,0,FALSE,0,0,0,0
31,31,,ORF-V,YER157W,1,0.603859,0.227746,0.407492,0.214848,0.259259,0.27451,0.327194,0.414838,0.686441,0.643498,0.69863,0.68934,0.54535,0.248864,0.308126,0.477169,0.273133,0.40102,0.501517,0.611231,0.322286,0.575695,0.627682,0.515392,0.351648,0.349112,0.29638,0.364097,0.427686,0.369748,0.429199,0.568603,0.404396,0.537402,0.579373,0.561203,,protein,0,FALSE,0,0,0,0
802,802,,ORF-V,YNL041C,0,1.707151,0.850867,0.710556,1.291339,1.473625,1.342048,1.241603,1.007315,0.905569,1.411435,0.974886,1.618274,1.419059,0.964773,1.1693,1.076484,1.072464,1.237755,0.878665,1.295896,2.214857,1.559217,1.754292,1.590864,0.76801,0.499408,1.164027,1.403651,1.311983,1.580882,0.91438,1.080346,1.182418,1.853347,1.714863,1.447095,,protein,0,FALSE,0,0,0,0
1099,1099,,ORF-V,YLR212C,1,1.658343,1.291329,1.506243,1.313836,0.952862,0.920479,1.100758,1.201672,0.7954,1.732063,1.515982,1.66802,1.507463,1.248864,1.120767,0.550228,0.830546,0.834694,1.196158,1.117711,2.393143,2.465499,2.027897,1.706058,1.568987,1.086391,1.340498,1.01217,0.858471,0.829832,1.158068,0.826947,1.574725,1.845473,1.871587,1.556016,,protein,0,FALSE,0,0,0,0
1689,1689,,ORF-V,YPL134C,0,9.797957,8.558381,4.998865,8.546681,8.304153,6.053377,5.6078,3.920585,1.915254,8.210763,5.111872,7.824366,11.730196,10.101137,8.284424,7.157535,6.017837,5.37449,3.894843,2.259179,8.805715,6.604531,7.96352,8.389276,7.242979,6.497042,5.837104,7.104463,4.383264,5.286765,3.060373,4.218788,5.907692,9.119095,7.851365,6.979252,r_1099;r_2132,protein,0,FALSE,0,0,0,0
2532,2532,,ORF-V,YOR384W,0,0.048808,0.013873,0.096481,0.052868,0.078563,0.043573,0.032503,0.00627,0.014528,0.038117,0.033105,0.034518,0.064294,0.092045,0.058691,0.002283,0.031215,0.016327,0.026289,0.0054,0.009143,0.027806,0.002146,0.002979,0.01221,0.085207,0.059955,0.023327,0.029959,0.052521,0.048299,0.014833,0.003297,0.011811,0.002022,0.002075,r_4275,protein,7,FALSE,7,0.000641,1,21
2969,2969,,ORF-V,YNL051W,0,2.666288,2.558382,2.804767,1.995501,2.402918,2.186275,2.093174,1.76489,1.313559,1.226457,1.772831,1.584772,1.823192,2.830682,2.301354,2.328767,2.188406,1.937755,2.097068,1.62311,1.982857,2.019567,1.435622,1.83714,1.979243,2.944379,2.65724,1.808317,2.028925,2.114496,1.627881,1.573548,1.25055,1.711614,1.638018,1.508299,,protein,0,FALSE,0,0,0,0
3711,3711,,ORF-V,YGL005C,0,1.441544,0.747977,1.00681,1.089989,0.983165,0.942266,0.889491,0.962382,0.813559,1.319507,1.288813,1.187817,1.21814,1.305682,1.277652,0.888128,0.890747,1.708163,0.786653,1.069114,0.540571,1.271885,1.370172,1.342602,1.537241,1.32071,0.821267,1.474645,1.379132,1.298319,0.935236,0.714462,0.850549,0.988189,0.747219,1.094398,,protein,2,FALSE,9.564122,0.000159,1,1
4480,4480,,ORF-V,YML071C,0,1.538025,0.781503,1.102157,1.151856,1.287318,1.042484,1.502708,1.740857,1.509685,1.533632,1.356164,1.138071,1.229621,0.864773,1.049661,1.393836,1.15942,0.861224,1.258847,1.457883,2.331428,1.570546,1.506438,1.295929,1.461538,1.195266,1.123303,0.852941,0.727273,1.015756,1.401756,1.7911,1.527473,1.222441,1.145602,1.182573,,protein,0,FALSE,0,0,0,0
4759,4759,,ORF-V,YER104W,1,1.353008,0.956069,1.041998,1.085489,0.943883,0.901961,1.369447,1.066876,0.358354,0.823991,0.932648,0.827411,1.067738,1.090909,0.919865,0.896119,0.567447,0.953061,1.17088,0.727862,0.780571,0.597322,0.755365,0.575968,1.172161,0.850888,1.071267,0.768763,0.741736,0.753151,1.037322,0.347342,0.540659,0.632874,0.724975,0.558091,,protein,0,FALSE,0,0,0,0
35,35,,ORF-V,YLR445W,0,0.07832,0.015029,0.023837,0.051744,0.069585,0.051198,0.03792,0.040752,0.07385,0.04148,0.05137,0.033503,0.020666,0.045455,0.044018,0.065068,0.061315,0.015306,0.058645,0.077754,0.076571,0.025747,0.056867,0.010924,0.014652,0.100592,0.095023,0.029412,0.008264,0.052521,0.036224,0.030902,0.020879,0.016732,0.033367,0.020747,,protein,0,FALSE,0,0,0,0
2140,2140,,ORF-V,YDR243C,1,0.449489,0.247399,0.298524,0.362205,0.334456,0.374728,0.570964,0.670846,0.70339,0.189462,0.449772,0.495431,0.652124,0.297727,0.352144,0.429224,0.294314,0.453061,0.552073,1.110151,0.181714,0.259526,0.353004,0.451837,0.590965,0.410651,0.298643,0.385396,0.383264,0.459034,0.439078,0.786156,0.148352,0.285433,0.425683,0.481328,,protein,0,FALSE,0,0,0,0
4284,4284,,ORF-V,YGR215W,0,4.435868,2.480925,1.331442,0.820022,0.870932,0.839869,0.804984,0.709509,1.16586,3.505606,5.628995,4.156345,1.758898,2.114773,1.15237,0.894977,0.847269,0.814286,1.028311,1.186825,1.290286,3.012358,3.254292,1.481629,3.020757,2.062722,0.75,1.130832,0.833678,0.72584,1.15258,1.297899,1.928572,3.436024,3.604651,3.716805,,protein,0,FALSE,0,0,0,0
43,43,,ORF-V,YGL124C,0,0.918275,0.663584,0.83882,0.728909,0.907969,0.867102,0.964247,0.864159,0.53632,1.033632,1.273973,0.75736,0.847302,0.638636,0.743792,0.502283,0.894091,0.760204,0.821031,0.507559,0.869714,0.92482,0.917382,0.699106,1.410256,0.725444,0.695701,0.723124,0.618802,0.828782,1.017563,0.656366,0.864835,0.775591,0.611729,0.810166,,protein,0,FALSE,0,0,0,0
370,370,,ORF-V,YNL213C,0,1.397276,0.836994,0.868331,0.695163,0.675645,0.715686,0.488624,0.793103,0.8523,1.200673,1.291096,1.49137,1.448909,0.946591,0.739278,1.074201,0.993311,0.742857,0.895854,1.076674,0.764571,1.415036,1.343347,1.53426,1.543346,0.894675,0.971719,0.662272,0.684917,0.778361,0.710209,1.166873,1.196703,1.333661,1.42366,1.275934,,protein,0,FALSE,0,0,0,0
45,45,,ORF-V,YDR393W,0,1.484677,0.719075,0.430193,0.392576,0.478114,0.399782,0.424702,0.439916,0.489104,1.352018,0.872146,1.634518,1.203215,0.569318,0.51693,0.496575,0.451505,0.604082,0.514661,0.538877,1.402286,1.593203,1.482833,1.999007,0.91453,0.449704,0.513575,0.624746,0.617769,0.470588,0.453348,0.587145,1.703297,1.661417,1.100101,1.60166,,protein,0,FALSE,0,0,0,0
287,287,,ORF-V,YJL219W,0,0.339387,0.285549,0.269012,0.265467,0.387205,0.133987,0.236186,0.216301,0.09201,0.219731,0.229452,0.1533,0.250287,0.231818,0.22912,0.276256,0.181717,0.12551,0.206269,0.239741,0.2,0.144181,0.143777,0.199603,0.346764,0.360947,0.419683,0.240365,0.19938,0.223739,0.283205,0.173053,0.236264,0.135827,0.194135,0.164938,r_1134;r_1135;r_1139;r_1166;r_1910;r_4395,protein,20,FALSE,93,0.002323,0.657895,125
1756,1756,,ORF-V,YAR002C-A,0,8.350738,6.40578,6.76731,6.574803,6.231201,5.559913,6.630552,6.175549,7.217918,7.406951,11.993151,6.911675,8.500575,7.098864,5.689616,6.324201,3.946488,5.147959,4.287159,6.116631,11.144,9.735324,10.681331,10.143,9.544567,4.976331,6.493213,4.975659,5.815083,5.27626,6.788145,8.533993,8.902198,9.043307,10.567239,9.652489,,protein,0,FALSE,0,0,0,0
2625,2625,,ORF-V,YHR165C,1,4.54143,3.061271,2.964813,3.006749,3.723906,3.374728,3.820152,3.027169,5.995158,4.442825,4.171233,3.414213,4.470724,3.138637,3.837472,3.987443,3.799331,3.344898,3.091001,2.481641,3.508571,3.440783,4.616952,4.145979,5.907204,3.647337,2.506788,2.767749,3.174587,3.129202,4.043908,1.970334,4.208791,3.233268,3.347826,3.985477,,protein,0,FALSE,0,0,0,0
49,49,,ORF-V,YER065C,0,25.625427,17.365316,18.146423,14.622047,15.86083,15.253813,15.310942,10.881923,7.18644,16.6861,23.736303,18.313705,33.321472,23.738638,20.353273,15.711188,10.265328,14.058163,11.980788,8.517279,13.422857,18.038105,20.567596,16.433964,32.15873,26.422485,18.742083,14.098377,13.776859,13.851891,15.29089,7.37948,11.997803,15.88878,19.654196,20.4056,r_0662,protein,0,FALSE,0,0,0,0
277,277,,ORF-V,YPL072W,0,0.944381,0.884393,0.525539,0.395951,0.432099,0.398693,0.343445,0.365726,0.250605,0.392377,0.73516,1.083249,0.869116,0.85,0.436795,0.421233,0.3534,0.330612,0.392315,0.222462,0.501714,0.755922,0.877682,1.066534,0.884005,0.556213,0.492081,0.395538,0.373967,0.302521,0.288694,0.286774,0.378022,0.900591,0.948433,0.912863,,protein,0,FALSE,0,0,0,0
1227,1227,,ORF-V,YHL019C,0,1.343927,1.183815,1.123723,1.253093,1.601571,1.340959,1.76273,1.756531,0.523002,1.042601,1.420091,0.897462,1.398393,1.178409,1.264108,1.420091,1.536232,1.168367,1.483316,0.968682,0.934857,1.070031,1.214592,0.76862,1.759463,1.55858,1.242082,1.028398,1.104339,1.27416,1.811197,0.846724,0.991209,0.875,0.926188,0.982365,,protein,0,FALSE,0,0,0,0
1713,1713,,ORF-V,YNR075W,0,0.031782,0.008092,0.003405,0.001125,0.008979,0,0.002167,0.00209,0.002421,0.003363,0.001142,0.001015,0.001148,0,0.002257,0.003425,0.003344,0.00102,0.001011,0.00216,0.003429,0.00206,0.004292,0.004965,0.068376,0.004734,0.002262,0,0.012397,0.00105,0,0,0.003297,0.000984,0.001011,0,,protein,0,FALSE,0,0,0,0
3005,3005,,ORF-V,YMR270C,1,0.471056,0.416185,0.459705,0.385827,0.340067,0.313725,0.283857,0.283177,0.554479,0.35426,0.518265,0.542132,0.41217,0.435227,0.38149,0.328767,0.54515,0.247959,0.308392,0.434125,0.469714,0.451081,0.505365,0.408143,0.460317,0.674556,0.330317,0.388438,0.330578,0.256303,0.364435,0.466007,0.356044,0.441929,0.565217,0.563278,,protein,0,FALSE,0,0,0,0
4999,4999,,ORF-V,YER093C,1,2.497162,1.842774,1.92849,1.96288,1.96633,2.051198,2.131094,1.967607,2.387409,1.831839,2.063927,1.961421,2.401837,1.919318,1.976298,1.660959,1.351171,2.415306,2.267947,2.561555,2.245714,2.129763,1.725322,1.68719,2,2.056805,1.406109,2.09432,2.109504,1.931723,1.655324,2.114957,1.804396,1.809055,1.887765,1.96473,,protein,0,FALSE,0,0,0,0
52,52,,ORF-V,YOR367W,0,2.214529,1.610405,1.633371,1.620922,1.191919,1.430283,1.872156,1.855799,1.217918,1.497758,1.565069,1.293401,1.50287,1.585227,1.485327,1.743151,1.651059,1.478571,1.822042,1.458963,1.547429,1.259526,1.327253,1.220457,1.869353,1.798817,1.727376,1.479716,1.577479,1.288866,1.84742,1.173053,1.495605,1.445866,1.249747,1.158714,,protein,0,FALSE,0,0,0,0
4028,4028,,ORF-V,YDR392W,0,1.195233,0.968786,0.833144,0.899888,0.765432,0.740741,0.47454,0.61651,1.062954,1.080718,0.780822,0.986802,1.091848,0.829546,1.011287,0.791096,0.846154,0.865306,0.773509,0.7527,1.232,1.035016,0.762876,1.098312,0.739927,1.255621,0.803167,1.091278,0.997934,0.844538,0.836444,0.812114,1.115385,0.929134,0.463094,0.887967,,protein,0,FALSE,0,0,0,0
4916,4916,,ORF-V,YBR085W,0,0.14756,0.108671,0.205448,0.073116,0.03367,0.01634,0.032503,0.087774,0.312349,0.153587,0.146119,0.257868,0.15729,0.110227,0.076749,0.03653,0.144928,0.013265,0.033367,0.652268,0.158857,0.128733,0.291845,0.146971,0.119658,0.143195,0.162896,0.126775,0.051653,0.044118,0.08562,0.826947,0.212088,0.200787,0.199191,0.19917,r_1110,protein,3,FALSE,3,0.000242,1,3
53,53,,ORF-V,YMR299C,0,0.346198,0.386127,0.455165,0.357705,0.297419,0.228758,0.342362,0.294671,0.230024,0.219731,0.273973,0.359391,0.346728,0.344318,0.217833,0.406393,0.317726,0.292857,0.390293,0.242981,0.176,0.265705,0.333691,0.307845,0.406593,0.47929,0.432127,0.421907,0.43905,0.322479,0.324918,0.292954,0.189011,0.251968,0.442872,0.339212,,protein,0,FALSE,0,0,0,0
1161,1161,,ORF-V,YHR023W,1,1.699205,1.991907,1.22361,1.029246,1.029181,0.720044,0.580715,0.54232,1.047216,0.994395,1.063927,0.967513,1.078071,1.990909,1.358917,1.3379,0.945374,0.489796,0.744186,0.808855,1.448,0.704428,0.786481,1.591857,1.813187,1.785799,0.947964,1.289047,1.008264,0.82563,0.750823,0.339926,0.792308,0.836614,0.855409,1.140041,,protein,0,FALSE,0,0,0,0
54,54,,ORF-V,YDR146C,0,1.446084,3.002312,2.202043,1.191226,0.546577,0.216776,0.121343,0.126437,0.070218,0.11435,0.267123,0.779695,1.770379,2.282955,1.537246,1.240868,0.627648,0.219388,0.103134,0.046436,0.016,0.081359,0.258584,1.215492,1.576313,1.862722,1.526018,1.126775,0.453512,0.233193,0.104281,0.025958,0.015385,0.137795,0.578362,1.575726,,protein,0,FALSE,0,0,0,0
3960,3960,,ORF-V,YGL216W,0,1.098751,1.418497,0.720772,0.876266,0.74523,1.043573,0.963164,0.942529,1.16707,0.73991,1.449772,0.949239,0.936854,1.192046,0.94921,0.928082,0.751394,0.835714,1.101112,1.041037,1.133714,1.274974,1.131974,1.639523,1.159951,1.1929,0.86991,0.717039,0.832645,0.818277,1.318331,1.228677,0.750549,1.186024,1.061678,1.092324,,protein,0,FALSE,0,0,0,0
57,57,,ORF-V,YKL134C,0,1.415437,0.953757,0.797957,0.983127,0.864198,0.813725,0.669556,0.685475,0.415254,1.033632,1.082192,1.903553,1.661309,0.930682,0.906321,0.777397,0.810479,0.705102,0.772497,0.676026,1.793143,1.910402,1.866953,2.015889,1.631258,0.782249,0.920814,0.909736,0.875,0.865546,0.745335,0.54759,1.437363,1.859252,1.59454,1.86722,,protein,0,FALSE,0,0,0,0
944,944,,ORF-V,YNL021W,0,0.416572,0.211561,0.30193,0.268841,0.257015,0.202614,0.269772,0.363636,0.81477,0.513453,0.391553,0.435533,0.338691,0.173864,0.278781,0.228311,0.269788,0.230612,0.300303,0.686825,0.787429,0.508754,0.494635,0.379345,0.313797,0.24497,0.307692,0.274848,0.264463,0.277311,0.357849,0.935723,0.641758,0.50689,0.447927,0.264523,,protein,0,FALSE,0,0,0,0
59,59,,ORF-V,YNR008W,0,1.758229,1.783815,1.887628,1.660292,1.304153,1.805011,1.614301,1.733542,1.6477,1.280269,1.450913,1.147208,1.419059,1.525,1.478555,1.44863,1.250836,1.336735,1.532862,1.583153,1.786286,1.498455,1.255365,1.655412,1.537241,2.100592,1.785068,1.122718,1.104339,1.47584,1.772777,1.71199,1.289011,1.343504,1.231547,1.405602,r_2884;r_2885;r_2886;r_2887;r_2888;r_2889;r_2890;r_2891;r_2892;r_2893;r_2894;r_2895;r_2896;r_2897;r_2898;r_2899;r_2900;r_2901;r_2902;r_2903;r_2904;r_2905;r_2906;r_2907;r_2908;r_2909;r_2910;r_2911;r_2912;r_2913;r_2914;r_2915;r_2916;r_2917;r_2918;r_2919;r_2920;r_2921;r_2922;r_2923;r_2924;r_2925;r_2926;r_2927;r_2928;r_2929;r_2930;r_2931;r_2932;r_2933;r_2934;r_2935;r_2936;r_2937;r_2938;r_2939;r_2940;r_2941;r_2942;r_2943;r_2944;r_2945;r_2946;r_2947;r_2948;r_2949;r_2950;r_2951;r_2952;r_2953;r_2954;r_2955;r_2956;r_2957;r_2958;r_2959;r_2960;r_2961;r_2962;r_2963;r_2964;r_2965;r_2966;r_2967;r_2968;r_2969;r_2970;r_2971;r_2972;r_2973;r_2974;r_2975;r_2976;r_2977;r_2978;r_2979;r_2980;r_2981;r_2982;r_2983;r_2984;r_2985;r_2986;r_2987;r_2988;r_2989;r_2990;r_2991;r_2992;r_2993;r_2994;r_2995;r_2996;r_2997;r_2998;r_2999;r_3000;r_3001;r_3002;r_3003;r_3004;r_3005;r_3006;r_3007;r_3008;r_3009;r_3010;r_3011,protein,0,FALSE,0,0,0,0
